country,year,overshoot_day
Ecuador,1961,2239.0379456769801
Ecuador,1962,2233.4030182045799
Ecuador,1963,2218.1990329801401
Ecuador,1964,2050.5392303507401
Ecuador,1965,1936.19812194048
Ecuador,1966,1854.24483091758
Ecuador,1967,1779.4283040027699
Ecuador,1968,1631.71989355288
Ecuador,1969,1529.0293010497001
Ecuador,1970,1377.4839091804599
Ecuador,1971,1341.89998118421
Ecuador,1972,1363.2761102724601
Ecuador,1973,1333.75251675141
Ecuador,1974,1175.13600353384
Ecuador,1975,1084.7429884222399
Ecuador,1976,1047.9884359131599
Ecuador,1977,942.42827950251296
Ecuador,1978,926.61614965675506
Ecuador,1979,829.60451078017604
Ecuador,1980,785.77849232987103
Ecuador,1981,810.94346129946405
Ecuador,1982,785.54665132033199
Ecuador,1983,809.19300992147203
Ecuador,1984,761.48729701304001
Ecuador,1985,752.97218622668902
Ecuador,1986,793.07725523428405
Ecuador,1987,834.38301394977395
Ecuador,1988,717.56643070967095
Ecuador,1989,712.07625022360401
Ecuador,1990,697.57240572084595
Ecuador,1991,680.46065339416305
Ecuador,1992,664.04615732106697
Ecuador,1993,741.48655548095303
Ecuador,1994,594.03005161251997
Ecuador,1995,538.37463827555598
Ecuador,1996,529.77936571667203
Ecuador,1997,478.378290536181
Ecuador,1998,471.37786415805198
Ecuador,1999,593.12405228569605
Ecuador,2000,573.87875980909405
Ecuador,2001,478.97200810719301
Ecuador,2002,480.32502193231699
Ecuador,2003,530.22904646712198
Ecuador,2004,533.64583293344106
Ecuador,2005,492.96639367062397
Ecuador,2006,500.529242003268
Ecuador,2007,486.56198832746401
Ecuador,2008,435.72424047049901
Ecuador,2009,423.959338163246
Ecuador,2010,402.53976473849798
Ecuador,2011,395.781188362904
Ecuador,2012,413.74892527171602
Ecuador,2013,399.47439267605301
Ecuador,2014,370.05514178401103
